"Probe_Set_ID","Description","Variance_Residual","SumVariance","SampleVariance","PropVar_Residual","RSquare","F_T3_genotype","F_T3_temp","F_T3_genotype_temp","NDF_T3_genotype","NDF_T3_temp","NDF_T3_genotype_temp","DDF_T3_genotype","DDF_T3_temp","DDF_T3_genotype_temp","PrF_T3_genotype","PrF_T3_temp","PrF_T3_genotype_temp","NLP_T3_genotype","NLP_T3_temp","NLP_T3_genotype_temp","Adjusted..PrF_T3__label_1","Adjusted..PrF_T3__label_2","Adjusted..PrF_T3__label_3","Sig.Index.PrF_T3_genotype","Sig.Index.PrF_T3_temp","Sig.Index.PrF_T3_genotype_temp","Sum.Sig.Index.for.F.Tests","Avg.Sig.Index.for.F.Tests"
"AT3G17790","Symbols: ATACP5, ATPAP17, PAP17 | purple acid phosphatase 17 | chr3:6089605-6091231 FORWARD LENGTH=1434",0.312374,0.312374,1.479644,1,0.859257,3.97404,104.567,9.54392,8,1,8,34,34,34,"0.0021","<.0001","<.0001",2.685533,11.18279,6.082527,0.006742,1.25e-10,5.35e-06,1,1,1,3,1
"AT3G17940","Symbols:  | Galactose mutarotase-like superfamily protein | chr3:6143519-6145337 REVERSE LENGTH=1307",0.033844,0.033844,0.166722,1,0.864669,18.3852,11.963,5.66826,8,1,8,34,34,34,"<.0001","0.0015","0.0001",9.545963,2.829968,3.873774,3.73e-09,0.005,0.000561,1,1,1,3,1
"AT3G17998","Symbols: CPuORF30 | conserved peptide upstream open reading frame 30 | chr3:6154363-6157551 FORWARD LENGTH=1911",0.170189,0.170189,0.580657,1,0.804602,9.90568,1.64228,7.56185,8,1,8,34,34,34,"<.0001","0.2087","<.0001",6.260114,0.68051,5.029816,3.68e-06,0.361495,4.93e-05,1,0,1,2,0.666667
"AT3G18000","Symbols: NMT1, XPL1, PEAMT | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr3:6154363-6157552 FORWARD LENGTH=1912",0.170126,0.170126,0.580612,1,0.804659,9.91079,1.64648,7.5626,8,1,8,34,34,34,"<.0001","0.2081","<.0001",6.262595,0.681693,5.030243,3.66e-06,0.360752,4.93e-05,1,0,1,2,0.666667
"AT3G18050","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G28100.1); Has 67 Blast hits to 66 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 0 (s",0.112365,0.112365,1.248391,1,0.939995,39.971,177.378,4.84762,8,1,8,34,34,34,"<.0001","<.0001","0.0005",14.36011,14.32207,3.317921,1.9e-13,2.06e-13,0.001804,1,1,1,3,1
"AT3G18070","Symbols: BGLU43 | beta glucosidase 43 | chr3:6187294-6189947 FORWARD LENGTH=1275",0.03181,0.03181,0.135372,1,0.843345,13.4845,38.2059,4.93746,8,1,8,34,34,34,"<.0001","<.0001","0.0004",7.824377,6.299533,3.380544,1.37e-07,3.39e-06,0.001582,1,1,1,3,1
"AT3G18080","Symbols: BGLU44 | B-S glucosidase 44 | chr3:6191557-6194452 FORWARD LENGTH=1896",0.077973,0.077973,0.416396,1,0.875162,10.3599,112.753,5.16472,8,1,8,34,34,34,"<.0001","<.0001","0.0003",6.477406,11.61018,3.536979,2.33e-06,5.17e-11,0.001138,1,1,1,3,1
"AT3G18500","Symbols:  | DNAse I-like superfamily protein | chr3:6352477-6355358 FORWARD LENGTH=1478",0.200243,0.200243,0.548332,1,0.756543,2.57619,63.5704,2.7839,8,1,8,34,34,34,"0.0258","<.0001","0.0175",1.588361,8.563471,1.75702,0.063655,2.93e-08,0.045334,0,1,1,2,0.666667
"AT3G18610","Symbols: PARLL1, ATNUC-L2, NUC-L2 | nucleolin like 2 | chr3:6404083-6407822 REVERSE LENGTH=2098",0.012013,0.012013,0.118923,1,0.933328,50.825,0.70133,5.08148,8,1,8,33,33,33,"<.0001","0.4084","0.0004",15.6285,0.388955,3.443861,1.49e-14,0.591515,0.001382,1,0,1,2,0.666667
"AT3G18990","Symbols: VRN1, REM39 | AP2/B3-like transcriptional factor family protein | chr3:6548869-6551853 REVERSE LENGTH=1519",0.024481,0.024481,0.215584,1,0.924295,42.3065,47.9088,3.16539,8,1,8,34,34,34,"<.0001","<.0001","0.0087",14.73358,7.250207,2.062364,9.05e-14,4.57e-07,0.0244,1,1,1,3,1
"AT3G19100","Symbols:  | Protein kinase superfamily protein | chr3:6605476-6609295 FORWARD LENGTH=2320",0.089085,0.089085,0.190144,1,0.687659,5.88165,0.49267,3.57125,8,1,8,34,34,34,"<.0001","0.4875","0.0042",4.012543,0.312009,2.37953,0.000419,0.667868,0.012681,1,0,1,2,0.666667
"AT3G19270","Symbols: CYP707A4 | cytochrome P450, family 707, subfamily A, polypeptide 4 | chr3:6673727-6676520 REVERSE LENGTH=1685",0.033953,0.033953,0.137111,1,0.834914,10.6916,33.1462,6.45697,8,1,8,34,34,34,"<.0001","<.0001","<.0001",6.632277,5.749562,4.375462,1.68e-06,1.08e-05,0.000195,1,1,1,3,1
"AT3G19320","Symbols:  | Leucine-rich repeat (LRR) family protein | chr3:6696395-6698073 REVERSE LENGTH=1482",0.006667,0.006667,0.077498,1,0.943224,60.1172,26.613,7.57143,8,1,8,33,33,33,"<.0001","<.0001","<.0001",16.7338,4.93741,4.971902,1.61e-15,6e-05,5.57e-05,1,1,1,3,1
"AT3G19450","Symbols: CAD4, ATCAD4, CAD, CAD-C | GroES-like zinc-binding alcohol dehydrogenase family protein | chr3:6744598-6747214 FORWARD LENGTH=1568",0.06089,0.06089,0.447018,1,0.909191,19.0337,152.154,3.68672,8,1,8,34,34,34,"<.0001","<.0001","0.0034",9.746722,13.37856,2.468168,2.46e-09,1.39e-12,0.010566,1,1,1,3,1
"AT3G19640","Symbols: MGT4, MRS2-3 | magnesium transporter 4 | chr3:6820926-6823306 FORWARD LENGTH=1700",0.026516,0.026516,0.152054,1,0.883741,17.4648,89.1499,3.63719,8,1,8,34,34,34,"<.0001","<.0001","0.0037",9.25141,10.30357,2.430236,6.9e-09,7.72e-10,0.011419,1,1,1,3,1
"AT3G20100","Symbols: CYP705A19 | cytochrome P450, family 705, subfamily A, polypeptide 19 | chr3:7018995-7020901 FORWARD LENGTH=1813",0.154469,0.154469,0.5839,1,0.823635,9.69612,60.3974,2.80559,8,1,8,34,34,34,"<.0001","<.0001","0.0168",6.157742,8.315757,1.774549,4.56e-06,4.91e-08,0.043748,1,1,1,3,1
"AT3G20200","Symbols:  | Protein kinase protein with adenine nucleotide alpha hydrolases-like domain | chr3:7047581-7051342 FORWARD LENGTH=2854",0.006117,0.006117,0.016224,1,0.748646,9.57594,0.10424,3.24196,8,1,8,34,34,34,"<.0001","0.7488","0.0075",6.098415,0.12565,2.122843,5.17e-06,0.869621,0.021558,1,0,1,2,0.666667
"AT3G20270","Symbols:  | lipid-binding serum glycoprotein family protein | chr3:7067057-7070946 FORWARD LENGTH=2367",0.099478,0.099478,0.890359,1,0.925514,43.4617,25.0923,5.46552,8,1,8,34,34,34,"<.0001","<.0001","0.0002",14.91156,4.776983,3.739771,6.32e-14,8.4e-05,0.000742,1,1,1,3,1
"AT3G20300","Symbols:  | Protein of unknown function (DUF3537) | chr3:7079617-7081921 REVERSE LENGTH=1686",0.084484,0.084484,0.337356,1,0.833046,10.7421,19.2808,7.95321,8,1,8,34,34,34,"<.0001","0.0001","<.0001",6.65558,3.982066,5.249238,1.6e-06,0.000447,3.1e-05,1,1,1,3,1
"AT3G20370","Symbols:  | TRAF-like family protein | chr3:7105371-7107225 FORWARD LENGTH=1396",0.013851,0.013851,0.041829,1,0.77925,9.51166,9.02327,3.97273,8,1,8,34,34,34,"<.0001","0.005","0.0021",6.066494,2.303189,2.684551,5.53e-06,0.014843,0.006755,1,1,1,3,1
"AT3G20680","Symbols:  | Domain of unknown function (DUF1995) | chr3:7230068-7231194 REVERSE LENGTH=1127",0.044346,0.044346,0.785407,1,0.962359,54.8216,402.398,5.4956,8,1,8,34,34,34,"<.0001","<.0001","0.0002",16.46558,19.69326,3.759787,2.78e-15,4.12e-18,0.000712,1,1,1,3,1
"AT3G20820","Symbols:  | Leucine-rich repeat (LRR) family protein | chr3:7280878-7282177 FORWARD LENGTH=1300",0.043458,0.043458,0.351263,1,0.917521,40.4028,9.76399,5.62149,8,1,8,34,34,34,"<.0001","0.0036","0.0001",14.4306,2.44021,3.843048,1.65e-13,0.011191,0.000598,1,1,1,3,1
"AT3G20865","Symbols: AGP40 | arabinogalactan protein 40 | chr3:7308504-7308962 REVERSE LENGTH=459",0.017045,0.017045,0.05752,1,0.802449,8.0642,55.9866,2.9976,8,1,8,34,34,34,"<.0001","<.0001","0.0118",5.310366,7.956887,1.928851,2.73e-05,1.04e-07,0.032026,1,1,1,3,1
"AT3G20870","Symbols: ZTP29 | ZIP metal ion transporter family | chr3:7309279-7312752 REVERSE LENGTH=1327",0.022902,0.022902,0.103442,1,0.852397,5.00303,133.817,3.07998,8,1,8,34,34,34,"0.0004","<.0001","0.0101",3.425963,12.60793,1.994566,0.001437,6.69e-12,0.02804,1,1,1,3,1
"AT3G21055","Symbols: PSBTN | photosystem II subunit T | chr3:7376635-7377186 REVERSE LENGTH=552",0.124327,0.124327,0.937439,1,0.911584,32.7048,66.0648,2.87205,8,1,8,34,34,34,"<.0001","<.0001","0.0149",13.06063,8.752489,1.828127,2.65e-12,1.96e-08,0.039312,1,1,1,3,1
"AT3G21080","Symbols:  | ABC transporter-related | chr3:7388367-7389974 REVERSE LENGTH=1054",0.047959,0.047959,0.22732,1,0.859349,14.6792,36.7094,6.57635,8,1,8,34,34,34,"<.0001","<.0001","<.0001",8.281944,6.141175,4.448786,5.27e-08,4.72e-06,0.000167,1,1,1,3,1
"AT3G21200","Symbols: PGR7 | proton gradient regulation 7 | chr3:7436026-7438011 FORWARD LENGTH=1185",0.044374,0.044374,0.637921,1,0.953627,49.7557,279.705,3.26441,8,1,8,34,34,34,"<.0001","<.0001","0.0072",15.81256,17.24926,2.140522,1.02e-14,5.81e-16,0.020796,1,1,1,3,1
"AT3G21240","Symbols: 4CL2, AT4CL2 | 4-coumarate:CoA ligase 2 | chr3:7454269-7457379 REVERSE LENGTH=1964",0.030787,0.030787,0.077887,1,0.736482,8.0858,7.34317,3.3,8,1,8,34,34,34,"<.0001","0.0105","0.0068",5.322208,1.980055,2.168493,2.66e-05,0.028883,0.019631,1,1,1,3,1
"AT3G21420","Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:7541477-7543518 FORWARD LENGTH=1494",0.032847,0.032847,0.14456,1,0.848519,13.0576,34.125,6.31049,8,1,8,34,34,34,"<.0001","<.0001","<.0001",7.653898,5.859265,4.284572,1.96e-07,8.54e-06,0.000236,1,1,1,3,1
"AT3G21520","Symbols: DMP1, AtDMP1 | DUF679 domain membrane protein 1 | chr3:7581959-7582793 FORWARD LENGTH=835",0.169436,0.169436,0.428244,1,0.736231,7.17024,0.00143,4.59159,8,1,8,34,34,34,"<.0001","0.9701","0.0007",4.80397,0.013189,3.137021,7.95e-05,0.987564,0.002635,1,0,1,2,0.666667
"AT3G21600","Symbols:  | Senescence/dehydration-associated protein-related | chr3:7606507-7608407 REVERSE LENGTH=1396",0.00723,0.00723,0.014861,1,0.675666,5.91365,0.08224,2.98927,8,1,8,34,34,34,"<.0001","0.776","0.012",4.033152,0.110124,1.92219,0.000402,0.887035,0.032458,1,0,1,2,0.666667
"AT3G21770","Symbols:  | Peroxidase superfamily protein | chr3:7673276-7674839 FORWARD LENGTH=1237",0.103724,0.103724,0.326951,1,0.788503,11.0104,0.18674,4.36803,8,1,8,34,34,34,"<.0001","0.6684","0.0011",6.778235,0.174979,2.976057,1.24e-06,0.816287,0.003685,1,0,1,2,0.666667
"AT3G21870","Symbols: CYCP2;1 | cyclin p2;1 | chr3:7703866-7704829 REVERSE LENGTH=710",0.050468,0.050468,0.430167,1,0.921786,31.388,116.81,3.0603,8,1,8,34,34,34,"<.0001","<.0001","0.0105",12.79862,11.81315,1.978901,4.52e-12,3.42e-11,0.02895,1,1,1,3,1
"AT3G21950","Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr3:7734396-7736394 FORWARD LENGTH=1300",0.031742,0.031742,0.792328,1,0.973292,25.349,973.919,5.6944,8,1,8,34,34,34,"<.0001","<.0001","0.0001",11.46195,25.88306,3.890898,7.03e-11,1.34e-23,0.000541,1,1,1,3,1
"AT3G22060","Symbols:  | Receptor-like protein kinase-related family protein | chr3:7771016-7772340 FORWARD LENGTH=1011",0.327283,0.327283,0.578643,1,0.622931,3.8506,0.00151,2.93258,8,1,8,34,34,34,"0.0026","0.9692","0.0133",2.59271,0.013574,1.876778,0.008181,0.987226,0.035582,1,0,1,2,0.666667
"AT3G22110","Symbols: PAC1 | 20S proteasome alpha subunit C1 | chr3:7792638-7794165 REVERSE LENGTH=1039",0.011045,0.011045,0.10802,1,0.931836,7.49133,370.811,3.06893,8,1,8,34,34,34,"<.0001","<.0001","0.0103",4.989618,19.13718,1.985768,5.37e-05,1.28e-17,0.028547,1,1,1,3,1
"AT3G22210","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 26 Blast hits to 26 proteins in 13 s",0.049244,0.049244,0.550543,1,0.940369,57.3744,47.9887,4.12461,8,1,8,34,34,34,"<.0001","<.0001","0.0016",16.77401,7.257542,2.797596,1.49e-15,4.5e-07,0.005351,1,1,1,3,1
"AT3G22231","Symbols: PCC1 | pathogen and circadian controlled 1 | chr3:7845823-7846605 REVERSE LENGTH=545",0.176365,0.176365,3.007095,1,0.9609,100.542,5.6752,3.28266,8,1,8,34,34,34,"<.0001","0.0229","0.007",20.65693,1.639351,2.154877,5.51e-19,0.057526,0.0202,1,0,1,2,0.666667
"AT3G22550","Symbols:  | Protein of unknown function (DUF581) | chr3:7991646-7993454 REVERSE LENGTH=1483",0.081241,0.081241,0.392015,1,0.861841,21.7344,13.4636,2.79281,8,1,8,34,34,34,"<.0001","0.0008","0.0172",10.52907,3.082951,1.76422,4.83e-10,0.002951,0.044657,1,1,1,3,1
"AT3G22750","Symbols:  | Protein kinase superfamily protein | chr3:8037216-8039903 REVERSE LENGTH=2092",0.026179,0.026179,0.209233,1,0.916587,31.5461,18.4231,11.8988,8,1,8,34,34,34,"<.0001","0.0001","<.0001",12.83058,3.856712,7.170727,4.23e-12,0.000581,5.39e-07,1,1,1,3,1
"AT3G22760","Symbols: SOL1 | Tesmin/TSO1-like CXC domain-containing protein | chr3:8044455-8047530 FORWARD LENGTH=2146",0.023488,0.023488,0.159578,1,0.902854,29.0768,64.6031,4.46954,8,1,8,33,33,33,"<.0001","<.0001","0.001",12.08482,8.547803,3.020021,1.96e-11,3.02e-08,0.003361,1,1,1,3,1
"AT3G22890","Symbols: APS1 | ATP sulfurylase 1 | chr3:8112723-8114992 FORWARD LENGTH=1764",0.042662,0.042662,0.109061,1,0.739215,1.83344,58.7383,2.76011,8,1,8,34,34,34,"0.1047","<.0001","0.0183",0.980038,8.182821,1.737777,0.208258,6.48e-08,0.047179,0,1,1,2,0.666667
"AT3G23050","Symbols: IAA7, AXR2 | indole-3-acetic acid 7 | chr3:8194679-8197153 FORWARD LENGTH=1258",0.119281,0.119281,0.593166,1,0.865939,7.97965,120.744,3.81337,8,1,8,34,34,34,"<.0001","<.0001","0.0027",5.263846,12.00473,2.564552,3.01e-05,2.31e-11,0.008673,1,1,1,3,1
"AT3G23080","Symbols:  | Polyketide cyclase/dehydrase and lipid transport superfamily protein | chr3:8207287-8209329 REVERSE LENGTH=1548",0.105103,0.105103,0.453872,1,0.845619,10.4847,56.7143,4.90262,8,1,8,34,34,34,"<.0001","<.0001","0.0004",6.536061,8.017315,3.356313,2.05e-06,9.15e-08,0.001664,1,1,1,3,1
"AT3G23560","Symbols: ALF5 | MATE efflux family protein | chr3:8454116-8456681 REVERSE LENGTH=1772",0.048164,0.048164,0.379555,1,0.915403,39.4658,22.1855,4.07231,8,1,8,34,34,34,"<.0001","<.0001","0.0017",14.27677,4.39061,2.758822,2.25e-13,0.000189,0.005796,1,1,1,3,1
"AT3G23805","Symbols: RALFL24 | ralf-like 24 | chr3:8586382-8587056 FORWARD LENGTH=675",0.090242,0.090242,0.608841,1,0.901187,30.5334,37.0199,3.17079,8,1,8,34,34,34,"<.0001","<.0001","0.0086",12.62348,6.174326,2.066636,6.49e-12,4.4e-06,0.024179,1,1,1,3,1
"AT3G23810","Symbols: SAHH2, ATSAHH2 | S-adenosyl-l-homocysteine (SAH) hydrolase 2 | chr3:8587664-8589713 REVERSE LENGTH=1849",0.034418,0.034418,0.481447,1,0.952341,77.3872,19.7359,4.28707,8,1,8,34,34,34,"<.0001","<.0001","0.0012",18.82826,4.047686,2.917072,2.42e-17,0.000389,0.004164,1,1,1,3,1
"AT3G23920","Symbols: BAM1, BMY7, TR-BAMY | beta-amylase 1 | chr3:8641569-8644449 FORWARD LENGTH=2131",0.06264,0.06264,0.596087,1,0.929943,45.9108,14.5812,8.32683,8,1,8,34,34,34,"<.0001","0.0005","<.0001",15.27532,3.265225,5.45314,3.08e-14,0.002016,2.02e-05,1,1,1,3,1
"AT3G24030","Symbols:  | hydroxyethylthiazole kinase family protein | chr3:8679552-8680824 REVERSE LENGTH=1153",0.035294,0.035294,0.317281,1,0.925841,45.1966,8.07191,6.01766,8,1,8,34,34,34,"<.0001","0.0075","<.0001",15.17108,2.122445,4.099795,3.8e-14,0.021571,0.000348,1,1,1,3,1
"AT3G24120","Symbols:  | Homeodomain-like superfamily protein | chr3:8705636-8708315 REVERSE LENGTH=1353",0.036699,0.036699,0.105905,1,0.768984,9.13066,14.6174,3.1023,8,1,8,34,34,34,"<.0001","0.0005","0.0097",5.874513,3.271047,2.012318,8.27e-06,0.001991,0.027032,1,1,1,3,1
"AT3G24503","Symbols: ALDH2C4, ALDH1A, REF1 | aldehyde dehydrogenase 2C4 | chr3:8919560-8923073 REVERSE LENGTH=1722",0.075344,0.075344,0.333744,1,0.849497,19.6912,4.15789,3.73959,8,1,8,34,34,34,"<.0001","0.0493","0.0031",9.944882,1.307371,2.508514,1.63e-09,0.111363,0.009732,1,0,1,2,0.666667
"AT3G24590","Symbols: PLSP1 | plastidic type i signal peptidase 1 | chr3:8970672-8972168 FORWARD LENGTH=1046",0.018957,0.018957,0.388542,1,0.967473,83.3485,267.373,7.81696,8,1,8,34,34,34,"<.0001","<.0001","<.0001",19.34403,16.95214,5.173538,8.49e-18,1.05e-15,3.63e-05,1,1,1,3,1
"AT3G24770","Symbols: CLE41 | CLAVATA3/ESR-RELATED 41 | chr3:9046533-9047463 FORWARD LENGTH=931",0.034694,0.034694,0.319807,1,0.927678,38.2362,105.693,3.01807,8,1,8,34,34,34,"<.0001","<.0001","0.0113",14.06995,11.24304,1.945212,3.44e-13,1.1e-10,0.030998,1,1,1,3,1
"AT3G24800","Symbols: PRT1 | proteolysis 1 | chr3:9055509-9057998 FORWARD LENGTH=1580",0.032871,0.032871,0.157608,1,0.860957,4.57427,139.957,3.24116,8,1,8,34,34,34,"0.0008","<.0001","0.0075",3.12465,12.87501,2.122217,0.002706,3.87e-12,0.02158,1,1,1,3,1
"AT3G25010","Symbols: AtRLP41, RLP41 | receptor like protein 41 | chr3:9110103-9112748 REVERSE LENGTH=2646",0.029639,0.029639,0.239138,1,0.918198,35.514,4.29565,8.07067,8,1,8,33,33,33,"<.0001","0.0461","<.0001",13.32694,1.336339,5.24524,1.55e-12,0.105198,3.13e-05,1,0,1,2,0.666667
"AT3G25190","Symbols:  | Vacuolar iron transporter (VIT) family protein | chr3:9174457-9175776 FORWARD LENGTH=870",0.031551,0.031551,0.087079,1,0.758452,10.4356,0.15333,2.88094,8,1,8,34,34,34,"<.0001","0.6978","0.0146",6.513027,0.15626,1.835285,2.16e-06,0.836211,0.038728,1,0,1,2,0.666667
"AT3G25290","Symbols:  | Auxin-responsive family protein | chr3:9208937-9210599 FORWARD LENGTH=1446",0.087257,0.087257,0.26984,1,0.784422,6.58304,37.9198,3.88556,8,1,8,34,34,34,"<.0001","<.0001","0.0024",4.452878,6.269528,2.61909,0.000166,3.61e-06,0.007745,1,1,1,3,1
"AT3G25570","Symbols:  | Adenosylmethionine decarboxylase family protein | chr3:9287178-9289330 REVERSE LENGTH=1744",0.013384,0.013384,0.131462,1,0.932128,43.3189,72.9748,8.47329,8,1,8,34,34,34,"<.0001","<.0001","<.0001",14.8898,9.252043,5.531638,6.61e-14,6.89e-09,1.7e-05,1,1,1,3,1
"AT3G25572","Symbols: CPuORF11 | conserved peptide upstream open reading frame 11 | chr3:9287263-9289338 REVERSE LENGTH=1700",0.013395,0.013395,0.131554,1,0.932118,43.3009,73.0602,8.47338,8,1,8,34,34,34,"<.0001","<.0001","<.0001",14.88705,9.258005,5.531689,6.63e-14,6.81e-09,1.7e-05,1,1,1,3,1
"AT3G25620","Symbols:  | ABC-2 type transporter family protein | chr3:9316074-9319568 REVERSE LENGTH=2906",0.018896,0.018896,0.068708,1,0.818485,12.5888,20.789,3.16188,8,1,8,33,33,33,"<.0001","<.0001","0.009",7.348846,4.173075,2.043699,3.72e-07,0.000298,0.025354,1,1,1,3,1
"AT3G25860","Symbols: LTA2, PLE2 | 2-oxoacid dehydrogenases acyltransferase family protein | chr3:9460560-9462787 FORWARD LENGTH=1717",0.015561,0.015561,0.595672,1,0.982585,151.863,670.705,4.55804,8,1,8,34,34,34,"<.0001","<.0001","0.0008",23.58289,23.23785,3.113044,1.59e-21,3.24e-21,0.002773,1,1,1,3,1
"AT3G25900","Symbols: HMT-1 | Homocysteine S-methyltransferase family protein | chr3:9480825-9482875 FORWARD LENGTH=1251",0.050521,0.050521,0.311148,1,0.892836,23.66,41.0494,3.72549,8,1,8,33,33,33,"<.0001","<.0001","0.0033",10.84264,6.533614,2.47619,2.52e-10,2.07e-06,0.010396,1,1,1,3,1
"AT3G25910","Symbols:  | Protein of unknown function (DUF1644) | chr3:9489221-9491130 FORWARD LENGTH=1515",0.026415,0.026415,0.433525,1,0.959379,75.0924,156.926,5.60001,8,1,8,34,34,34,"<.0001","<.0001","0.0001",18.6197,13.56655,3.828901,3.62e-17,9.53e-13,0.000616,1,1,1,3,1
"AT3G25920","Symbols: RPL15 | ribosomal protein L15 | chr3:9491055-9492635 REVERSE LENGTH=1124",0.028018,0.028018,0.601896,1,0.968967,123.642,16.0324,6.86607,8,1,8,34,34,34,"<.0001","0.0003","<.0001",22.11834,3.494736,4.624025,3.01e-20,0.001243,0.000116,1,1,1,3,1
"AT3G25990","Symbols:  | Homeodomain-like superfamily protein | chr3:9504677-9506787 REVERSE LENGTH=1372",0.019148,0.019148,0.127282,1,0.89971,30.156,41.0495,3.67523,8,1,8,34,34,34,"<.0001","<.0001","0.0035",12.54482,6.59124,2.459382,7.58e-12,1.83e-06,0.010762,1,1,1,3,1
"AT3G26000","Symbols:  | Ribonuclease inhibitor | chr3:9506778-9509258 REVERSE LENGTH=2342",0.049744,0.049744,0.221025,1,0.849959,15.6187,40.1033,2.92841,8,1,8,34,34,34,"<.0001","<.0001","0.0134",8.623144,6.495477,1.873429,2.58e-08,2.24e-06,0.035825,1,1,1,3,1
"AT3G26030","Symbols: ATB' DELTA | serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta | chr3:9517313-9519559 FORWARD LENGTH=2161",0.046218,0.046218,0.119511,1,0.742179,2.61399,31.246,4.77685,8,1,8,34,34,34,"0.024","<.0001","0.0005",1.619161,5.531695,3.268283,0.05989,1.7e-05,0.002003,0,1,1,2,0.666667
"AT3G26060","Symbols: ATPRX Q | Thioredoxin superfamily protein | chr3:9524725-9526407 FORWARD LENGTH=1020",0.046485,0.046485,0.927957,1,0.966604,115.056,33.4016,4.01738,8,1,8,34,34,34,"<.0001","<.0001","0.0019",21.60831,5.778343,2.717919,8.01e-20,1.02e-05,0.006308,1,1,1,3,1
"AT3G26200","Symbols: CYP71B22 | cytochrome P450, family 71, subfamily B, polypeptide 22 | chr3:9589282-9591179 FORWARD LENGTH=1775",0.040857,0.040857,0.26919,1,0.898815,15.9942,145.428,2.97092,8,1,8,34,34,34,"<.0001","<.0001","0.0124",8.755261,13.10515,1.907509,1.95e-08,2.42e-12,0.033422,1,1,1,3,1
"AT3G26220","Symbols: CYP71B3 | cytochrome P450, family 71, subfamily B, polypeptide 3 | chr3:9596077-9597833 REVERSE LENGTH=1642",0.063982,0.063982,0.492921,1,0.913465,36.4712,27.9121,4.51348,8,1,8,34,34,34,"<.0001","<.0001","0.0008",13.7626,5.132718,3.081103,6.44e-13,3.96e-05,0.002962,1,1,1,3,1
"AT3G26440","Symbols:  | Protein of unknown function (DUF707) | chr3:9676564-9679900 FORWARD LENGTH=1878",0.04475,0.04475,0.329456,1,0.909446,39.417,2.34903,2.88669,8,1,8,34,34,34,"<.0001","0.1346","0.0145",14.26867,0.870909,1.839907,2.29e-13,0.255697,0.038367,1,0,1,2,0.666667
"AT3G26470","Symbols:  | Powdery mildew resistance protein,  RPW8 domain | chr3:9686098-9687642 FORWARD LENGTH=1454",0.039027,0.039027,0.180661,1,0.855984,21.074,6.39884,3.74494,8,1,8,34,34,34,"<.0001","0.0162","0.0031",10.34522,1.789893,2.512586,7.08e-10,0.042411,0.009653,1,1,1,3,1
"AT3G26520","Symbols: TIP2, SITIP, GAMMA-TIP2, TIP1;2 | tonoplast intrinsic protein 2 | chr3:9722443-9723815 REVERSE LENGTH=1201",0.061397,0.061397,0.934465,1,0.956198,31.0539,386.867,11.2615,8,1,8,34,34,34,"<.0001","<.0001","<.0001",12.73065,19.42507,6.891238,5.2e-12,7.19e-18,9.73e-07,1,1,1,3,1
"AT3G26680","Symbols: SNM1 | DNA repair metallo-beta-lactamase family protein | chr3:9801214-9803792 FORWARD LENGTH=1748",0.007856,0.007856,0.052878,1,0.900957,32.3754,11.5645,4.84463,8,1,8,34,34,34,"<.0001","0.0017","0.0005",12.99595,2.7611,3.315828,3.03e-12,0.00577,0.001813,1,1,1,3,1
"AT3G26690","Symbols: ATNUDT13, ATNUDX13, NUDX13 | nudix hydrolase homolog 13 | chr3:9804253-9805715 REVERSE LENGTH=1027",0.020305,0.020305,0.14537,1,0.907812,30.9433,42.9662,5.67891,8,1,8,33,33,33,"<.0001","<.0001","0.0001",12.46759,6.720703,3.838039,8.89e-12,1.39e-06,0.000604,1,1,1,3,1
"AT3G26710","Symbols: CCB1 | cofactor assembly of complex C | chr3:9813371-9814750 FORWARD LENGTH=1127",0.030432,0.030432,0.560707,1,0.963817,92.4167,153.109,3.11081,8,1,8,34,34,34,"<.0001","<.0001","0.0096",20.06543,13.41657,2.019084,1.93e-18,1.29e-12,0.026654,1,1,1,3,1
"AT3G26830","Symbols: PAD3, CYP71B15 | Cytochrome P450 superfamily protein | chr3:9887948-9889705 FORWARD LENGTH=1660",0.803901,0.803901,2.969738,1,0.819535,14.832,11.5515,2.83142,8,1,8,34,34,34,"<.0001","0.0017","0.016",8.338496,2.758837,1.795391,4.69e-08,0.005796,0.041939,1,1,1,3,1
"AT3G26870","Symbols:  | Plant self-incompatibility protein S1 family | chr3:9903288-9903680 REVERSE LENGTH=393",0.001639,0.001639,0.002172,1,0.497096,1.60631,1.2897,2.73573,8,1,8,34,34,34,"0.1597","0.264","0.0191",0.796808,0.578321,1.718041,0.293222,0.432488,0.049094,0,0,1,1,0.333333
