"Probe_Set_ID","Description","Variance_Residual","SumVariance","SampleVariance","PropVar_Residual","RSquare","F_T3_genotype","F_T3_temp","F_T3_genotype_temp","NDF_T3_genotype","NDF_T3_temp","NDF_T3_genotype_temp","DDF_T3_genotype","DDF_T3_temp","DDF_T3_genotype_temp","PrF_T3_genotype","PrF_T3_temp","PrF_T3_genotype_temp","NLP_T3_genotype","NLP_T3_temp","NLP_T3_genotype_temp","Adjusted..PrF_T3__label_1","Adjusted..PrF_T3__label_2","Adjusted..PrF_T3__label_3","Sig.Index.PrF_T3_genotype","Sig.Index.PrF_T3_temp","Sig.Index.PrF_T3_genotype_temp","Sum.Sig.Index.for.F.Tests","Avg.Sig.Index.for.F.Tests"
"AT3G02910","Symbols:  | AIG2-like (avirulence induced gene) family protein | chr3:649814-650921 FORWARD LENGTH=1108",0.201573,0.201573,0.979885,1,0.862859,4.24577,161.525,1.83376,8,1,8,34,34,34,"0.0013","<.0001","0.1046",2.886844,13.74332,0.980292,0.004436,6.7e-13,0.208174,1,1,0,2,0.666667
"AT3G02920","Symbols: RPA32B | Replication protein A, subunit RPA32 | chr3:650597-654350 REVERSE LENGTH=1262",0.047663,0.047663,0.630752,1,0.949623,70.7898,46.4747,2.02089,8,1,8,34,34,34,"<.0001","<.0001","0.0736",18.21205,7.117277,1.133208,8.21e-17,6.04e-07,0.156074,1,1,0,2,0.666667
"AT3G02990","Symbols: ATHSFA1E, HSFA1E | heat shock transcription factor A1E | chr3:673472-676403 FORWARD LENGTH=1864",0.069094,0.069094,1.106843,1,0.958384,14.6386,579.07,9.35684,8,1,8,34,34,34,"<.0001","<.0001","<.0001",8.266844,22.20784,5.989059,5.44e-08,2.56e-20,6.51e-06,1,1,1,3,1
"AT3G03000","Symbols:  | EF hand calcium-binding protein family | chr3:677240-678084 FORWARD LENGTH=845",0.141516,0.141516,0.34016,1,0.722647,5.62273,34.5613,0.81246,8,1,8,34,34,34,"0.0001","<.0001","0.5966",3.843863,5.907641,0.224303,0.000597,7.71e-06,0.760962,1,1,0,2,0.666667
"AT3G03020","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 5 Blast hits to 5 proteins in 1 species: Arc",0.077472,0.077472,0.24625,1,0.790263,10.4239,36.8938,0.79004,8,1,8,34,34,34,"<.0001","<.0001","0.6148",6.507561,6.160876,0.21124,2.18e-06,4.53e-06,0.775447,1,1,0,2,0.666667
"AT3G03040","Symbols:  | F-box/RNI-like superfamily protein | chr3:684506-686544 FORWARD LENGTH=1748",0.127617,0.127617,0.478652,1,0.822254,8.32618,77.4166,1.36162,8,1,8,34,34,34,"<.0001","<.0001","0.2483",5.452789,9.556093,0.605106,2.02e-05,3.66e-09,0.41311,1,1,0,2,0.666667
"AT3G03060","Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr3:692056-695648 FORWARD LENGTH=2243",0.166319,0.166319,0.254673,1,0.564621,3.4509,8.86171,0.70627,8,1,8,34,34,34,"0.0052","0.0053","0.6839",2.286373,2.272886,0.164985,0.015375,0.015822,0.826685,1,1,0,2,0.666667
"AT3G03080","Symbols:  | Zinc-binding dehydrogenase family protein | chr3:698530-700301 REVERSE LENGTH=1076",0.004861,0.004861,0.004409,1,0.265013,0.45133,6.01413,0.38026,8,1,8,34,34,34,"0.8811","0.0195","0.9237",0.054999,1.710418,0.034464,0.946291,0.04985,0.967717,0,1,0,1,0.333333
"AT3G03090","Symbols: AtVGT1, VGT1 | vacuolar glucose transporter 1 | chr3:700456-704769 REVERSE LENGTH=1995",0.035069,0.035069,0.186365,1,0.875807,22.2327,35.3637,1.15412,8,1,8,33,33,33,"<.0001","<.0001","0.3552",10.47627,5.947548,0.449488,5.37e-10,7.1e-06,0.536354,1,1,0,2,0.666667
"AT3G03150","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: un",0.10593,0.10593,0.251356,1,0.719045,4.4899,42.9349,0.62802,8,1,8,34,34,34,"0.0009","<.0001","0.7484",3.064149,6.778398,0.125851,0.003067,1.23e-06,0.869371,1,1,0,2,0.666667
"AT3G03190","Symbols: ATGSTF11, ATGSTF6, GSTF11 | glutathione S-transferase F11 | chr3:735028-735987 FORWARD LENGTH=798",0.225429,0.225429,0.872553,1,0.827763,6.29041,106.88,1.21773,8,1,8,34,34,34,"<.0001","<.0001","0.3185",4.272038,11.30609,0.496887,0.000242,9.67e-11,0.495974,1,1,0,2,0.666667
"AT3G03200","Symbols: anac045, NAC045 | NAC domain containing protein 45 | chr3:736141-738527 REVERSE LENGTH=1440",0.002059,0.002059,0.003483,1,0.605771,3.69194,9.8221,1.57456,8,1,8,34,34,34,"0.0034","0.0035","0.1692",2.472161,2.450828,0.771526,0.010478,0.01095,0.307012,1,1,0,2,0.666667
"AT3G03210","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 59 Blast hits to 59 proteins in 17 s",0.063218,0.063218,0.090744,1,0.535558,1.43809,21.9345,0.41156,8,1,8,34,34,34,"0.2167","<.0001","0.9059",0.664148,4.356235,0.042899,0.37243,0.000203,0.958674,0,1,0,1,0.333333
"AT3G03250","Symbols: UGP, UGP1, AtUGP1 | UDP-GLUCOSE PYROPHOSPHORYLASE 1 | chr3:749390-754159 REVERSE LENGTH=1926",0.063,0.063,0.404771,1,0.896238,9.61628,185.211,1.35312,8,1,8,34,34,34,"<.0001","<.0001","0.252",6.11838,14.5921,0.598606,4.95e-06,1.2e-13,0.417636,1,1,0,2,0.666667
"AT3G03270","Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:761310-763115 REVERSE LENGTH=719",0.131161,0.131161,0.334809,1,0.738835,9.69139,13.1005,0.58555,8,1,8,34,34,34,"<.0001","0.0009","0.7826",6.155417,3.022624,0.106464,4.58e-06,0.003342,0.890848,1,1,0,2,0.666667
"AT3G03310","Symbols: ATLCAT3, LCAT3 | lecithin:cholesterol acyltransferase 3 | chr3:778568-781580 REVERSE LENGTH=1635",0.032457,0.032457,0.582532,1,0.962855,86.052,177.219,3.27114,8,1,8,34,34,34,"<.0001","<.0001","0.0071",19.56657,14.3165,2.145819,5.37e-18,2.08e-13,0.020567,1,1,1,3,1
"AT3G03320","Symbols:  | RNA-binding ASCH domain protein | chr3:781715-783464 FORWARD LENGTH=1067",0.086716,0.086716,0.620822,1,0.90688,33.0433,52.0582,0.66208,8,1,8,34,34,34,"<.0001","<.0001","0.7205",13.12652,7.621736,0.142365,2.32e-12,2.1e-07,0.851641,1,1,0,2,0.666667
"AT3G03340","Symbols: UNE6 | LUC7 related protein | chr3:786320-790077 FORWARD LENGTH=1643",0.098824,0.098824,0.289856,1,0.772706,6.17808,50.7291,1.33413,8,1,8,34,34,34,"<.0001","<.0001","0.2605",4.201537,7.504774,0.584122,0.000281,2.68e-07,0.428408,1,1,0,2,0.666667
"AT3G03360","Symbols:  | F-box/RNI-like superfamily protein | chr3:794906-797013 FORWARD LENGTH=1732",0.057032,0.057032,0.102017,1,0.627302,4.92442,11.9603,0.55196,8,1,8,34,34,34,"0.0004","0.0015","0.8088",3.371477,2.829513,0.092135,0.001612,0.005005,0.906905,1,1,0,2,0.666667
"AT3G03380","Symbols: DegP7 | DegP protease 7 | chr3:799615-808522 FORWARD LENGTH=3602",0.052341,0.052341,0.125392,1,0.72172,5.14033,36.7356,0.97845,8,1,8,34,34,34,"0.0003","<.0001","0.4692",3.520323,6.143983,0.328597,0.001177,4.69e-06,0.650959,1,1,0,2,0.666667
"AT3G03430","Symbols:  | Calcium-binding EF-hand family protein | chr3:814473-814732 FORWARD LENGTH=260",0.012199,0.012199,0.012043,1,0.324741,0.50029,8.51688,0.42046,8,1,8,34,34,34,"0.8473","0.0062","0.9006",0.071938,2.207678,0.045473,0.928858,0.018105,0.956172,0,1,0,1,0.333333
"AT3G03440","Symbols:  | ARM repeat superfamily protein | chr3:815644-818834 FORWARD LENGTH=1558",0.092398,0.092398,0.790041,1,0.922031,34.5782,95.1959,3.13412,8,1,8,34,34,34,"<.0001","<.0001","0.0092",13.4181,10.66098,2.037584,1.28e-12,3.68e-10,0.025674,1,1,1,3,1
"AT3G03450","Symbols: RGL2 | RGA-like 2 | chr3:819337-821406 REVERSE LENGTH=2070",0.065765,0.065765,0.122696,1,0.642669,3.63414,17.1551,2.23644,8,1,8,34,34,34,"0.0037","0.0002","0.049",2.427892,3.667111,1.310145,0.011475,0.000865,0.110728,1,1,0,2,0.666667
"AT3G03470","Symbols: CYP89A9 | cytochrome P450, family 87, subfamily A, polypeptide 9 | chr3:824552-826437 REVERSE LENGTH=1768",0.358432,0.358432,0.794332,1,0.699175,2.92881,49.1594,0.75618,8,1,8,34,34,34,"0.0134","<.0001","0.6426",1.873746,7.364187,0.192041,0.035803,3.6e-07,0.797007,1,1,0,2,0.666667
"AT3G03480","Symbols: CHAT | acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase | chr3:828296-829896 REVERSE LENGTH=1502",0.051759,0.051759,0.306869,1,0.88868,12.5815,90.9435,11.2485,8,1,8,33,33,33,"<.0001","<.0001","<.0001",7.345896,10.28049,6.784689,3.74e-07,8.1e-10,1.22e-06,1,1,1,3,1
"AT3G03490","Symbols: PEX19-1, AtPEX19-1 | peroxin 19-1 | chr3:830165-831888 REVERSE LENGTH=1013",0.047754,0.047754,0.154619,1,0.794102,13.0929,15.0101,1.24928,8,1,8,34,34,34,"<.0001","0.0005","0.3018",7.668154,3.333866,0.520247,1.91e-07,0.001745,0.477011,1,1,0,2,0.666667
"AT3G03520","Symbols: NPC3 | non-specific phospholipase C3 | chr3:837877-840624 REVERSE LENGTH=1780",0.078781,0.078781,0.396763,1,0.867627,10.928,117.71,1.70295,8,1,8,34,34,34,"<.0001","<.0001","0.1336",6.74077,11.85739,0.874326,1.34e-06,3.12e-11,0.25403,1,1,0,2,0.666667
"AT3G03560","Symbols:  | unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23490.1); Has 157 Blast hits to 146 proteins in 38 specie",0.209628,0.209628,0.529353,1,0.735995,8.10285,17.6982,1.24097,8,1,8,34,34,34,"<.0001","0.0002","0.3061",5.331542,3.748961,0.514074,2.6e-05,0.000728,0.481991,1,1,0,2,0.666667
"AT3G03580","Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:860512-863352 REVERSE LENGTH=2841",0.018449,0.018449,0.018744,1,0.343829,0.88953,9.44023,0.17308,8,1,8,34,34,34,"0.5356","0.0042","0.9931",0.27117,2.380701,0.002992,0.710765,0.012653,0.997403,0,1,0,1,0.333333
"AT3G03590","Symbols:  | SWIB/MDM2 domain superfamily protein | chr3:865183-867008 REVERSE LENGTH=929",0.023034,0.023034,0.051834,1,0.703746,4.00395,35.14,1.15396,8,1,8,34,34,34,"0.002","<.0001","0.3545",2.707894,5.9713,0.450404,0.006437,6.76e-06,0.535475,1,1,0,2,0.666667
"AT3G03600","Symbols: RPS2 | ribosomal protein S2 | chr3:867660-868578 REVERSE LENGTH=919",0.076274,0.076274,0.181361,1,0.719624,4.05445,51.5672,0.50758,8,1,8,34,34,34,"0.0018","<.0001","0.8421",2.745538,7.578742,0.074649,0.005958,2.3e-07,0.92618,1,1,0,2,0.666667
"AT3G03610","Symbols:  | ELMO/CED-12 family protein | chr3:868791-871812 FORWARD LENGTH=1251",0.045148,0.045148,0.228882,1,0.868496,16.6614,79.6206,1.63302,8,1,8,34,34,34,"<.0001","<.0001","0.152",8.984433,9.702422,0.818157,1.2e-08,2.69e-09,0.281905,1,1,0,2,0.666667
"AT3G03630","Symbols: CS26 | cysteine synthase 26 | chr3:877928-880446 REVERSE LENGTH=1634",0.119148,0.119148,0.454654,1,0.825292,17.7499,15.1644,0.91995,8,1,8,34,34,34,"<.0001","0.0004","0.5123",9.343901,3.358402,0.290436,5.69e-09,0.001657,0.690077,1,1,0,2,0.666667
"AT3G03640","Symbols: GLUC, BGLU25 | beta glucosidase 25 | chr3:881006-884157 FORWARD LENGTH=1747",0.087443,0.087443,0.278498,1,0.790678,2.95942,74.4005,4.59122,8,1,8,34,34,34,"0.0126","<.0001","0.0007",1.898295,9.351014,3.136753,0.034068,5.61e-09,0.002637,1,1,1,3,1
"AT3G03720","Symbols: CAT4 | cationic amino acid transporter 4 | chr3:925612-929940 REVERSE LENGTH=2301",0.016497,0.016497,0.066095,1,0.833606,16.8715,26.7721,1.8102,8,1,8,34,34,34,"<.0001","<.0001","0.1094",9.055181,4.991026,0.961139,1.04e-08,5.35e-05,0.215809,1,1,0,2,0.666667
"AT3G03740","Symbols: ATBPM4, BPM4 | BTB-POZ and MATH domain 4 | chr3:936878-939808 REVERSE LENGTH=1627",0.033306,0.033306,0.13468,1,0.835135,13.0843,62.0679,0.80662,8,1,8,34,34,34,"<.0001","<.0001","0.6014",7.66468,8.44721,0.220871,1.92e-07,3.74e-08,0.764959,1,1,0,2,0.666667
"AT3G03750","Symbols: SUVR3, SDG20 | SET domain protein 20 | chr3:939952-941589 FORWARD LENGTH=1119",0.027148,0.027148,0.047971,1,0.622708,1.03237,35.2313,1.21323,8,1,8,34,34,34,"0.4316","<.0001","0.3209",0.364938,5.981293,0.493571,0.614641,6.62e-06,0.498571,0,1,0,1,0.333333
"AT3G03770","Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:945135-949038 REVERSE LENGTH=2895",0.187085,0.187085,0.372578,1,0.665243,2.26111,37.2048,1.0546,8,1,8,34,34,34,"0.0467","<.0001","0.4167",1.330406,6.193982,0.380214,0.106378,4.23e-06,0.599875,0,1,0,1,0.333333
"AT3G03780","Symbols: ATMS2, MS2 | methionine synthase 2 | chr3:957085-960980 FORWARD LENGTH=2613",0.042995,0.042995,0.175561,1,0.836735,18.4326,24.8437,0.94311,8,1,8,34,34,34,"<.0001","<.0001","0.495",9.560814,4.744755,0.30538,3.63e-09,9e-05,0.674498,1,1,0,2,0.666667
"AT3G03790","Symbols:  | ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein | chr3:961997-968149 FORWARD LENGTH=3932",0.140426,0.140426,0.40658,1,0.769744,1.75999,88.0255,0.90332,8,1,8,34,34,34,"0.1201","<.0001","0.525",0.920409,10.23514,0.279855,0.233133,8.93e-10,0.701108,0,1,0,1,0.333333
"AT3G03830","Symbols:  | SAUR-like auxin-responsive protein family  | chr3:979984-980488 REVERSE LENGTH=505",0.008272,0.008272,0.021962,1,0.748896,2.82058,61.0446,1.85984,8,1,8,34,34,34,"0.0163","<.0001","0.0996",1.786651,8.366965,1.001533,0.042696,4.41e-08,0.200165,1,1,0,2,0.666667
"AT3G03840","Symbols:  | SAUR-like auxin-responsive protein family  | chr3:981072-981798 FORWARD LENGTH=727",0.032234,0.032234,0.078659,1,0.726803,3.85978,48.4446,1.72169,8,1,8,34,34,34,"0.0025","<.0001","0.129",2.599646,7.299257,0.88944,0.008065,4.13e-07,0.246879,1,1,0,2,0.666667
"AT3G03860","Symbols: ATAPRL5, APRL5 | APR-like 5 | chr3:992128-994580 FORWARD LENGTH=1505",0.029276,0.029276,0.112196,1,0.82604,4.16473,111.118,1.54835,8,1,8,34,34,34,"0.0015","<.0001","0.1775",2.827239,11.52679,0.750732,0.005029,6.14e-11,0.318874,1,1,0,2,0.666667
"AT3G03870","Symbols:  | unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G18130.1); Has 41 Blast hits to 41 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (s",0.280783,0.280783,1.330626,1,0.859323,18.9757,44.0848,0.90722,8,1,8,34,34,34,"<.0001","<.0001","0.522",9.728976,6.890221,0.282325,2.55e-09,9.75e-07,0.698512,1,1,0,2,0.666667
"AT3G03910","Symbols: GDH3 | glutamate dehydrogenase 3 | chr3:1006842-1009018 FORWARD LENGTH=1479",0.024813,0.024813,0.504011,1,0.967179,67.6546,79.2086,47.2239,8,1,8,34,34,34,"<.0001","<.0001","<.0001",17.90017,9.675291,15.46321,1.54e-16,2.85e-09,2.09e-14,1,1,1,3,1
"AT3G03950","Symbols: ECT1 | evolutionarily conserved C-terminal region 1 | chr3:1021260-1024009 FORWARD LENGTH=1771",0.056239,0.056239,0.181917,1,0.793902,12.3161,24.5101,1.30114,8,1,8,34,34,34,"<.0001","<.0001","0.276",7.348316,4.701271,0.559111,3.72e-07,9.83e-05,0.446606,1,1,0,2,0.666667
"AT3G03960","Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:1024258-1027891 FORWARD LENGTH=2111",0.048295,0.048295,0.156686,1,0.794514,4.42503,80.3161,1.29178,8,1,8,34,34,34,"0.001","<.0001","0.2805",3.017367,9.747994,0.552059,0.00338,2.46e-09,0.452022,1,1,0,2,0.666667
"AT3G04000","Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr3:1035500-1036672 FORWARD LENGTH=1056",0.02982,0.02982,0.055967,1,0.644794,1.82092,34.9082,1.18551,8,1,8,34,34,34,"0.1072","<.0001","0.3363",0.96985,5.94587,0.473276,0.212356,7.13e-06,0.516088,0,1,0,1,0.333333
"AT3G04010","Symbols:  | O-Glycosyl hydrolases family 17 protein | chr3:1036841-1039482 REVERSE LENGTH=1733",0.179427,0.179427,0.644131,1,0.814295,9.2166,60.7016,1.98459,8,1,8,34,34,34,"<.0001","<.0001","0.0788",5.918235,8.339875,1.103463,7.54e-06,4.67e-08,0.165134,1,1,0,2,0.666667
"AT3G04020","Symbols:  | unknown protein; Has 26 Blast hits to 25 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink). | chr3:1040548-1042518 FORWARD LENGTH=1056",0.010319,0.010319,0.042024,1,0.836303,10.7005,51.377,4.39318,8,1,8,34,34,34,"<.0001","<.0001","0.001",6.636382,7.562023,2.994305,1.66e-06,2.38e-07,0.003546,1,1,1,3,1
"AT3G04050","Symbols:  | Pyruvate kinase family protein | chr3:1049795-1051522 FORWARD LENGTH=1533",0.011499,0.011499,0.011465,1,0.33805,0.61462,7.41109,0.50618,8,1,8,33,33,33,"0.7591","0.0103","0.8428",0.119694,1.98829,0.074257,0.876192,0.028402,0.926528,0,1,0,1,0.333333
"AT3G04060","Symbols: anac046, NAC046 | NAC domain containing protein 46 | chr3:1053366-1055163 REVERSE LENGTH=1487",0.040399,0.040399,0.43068,1,0.937465,56.5781,21.5691,4.17997,8,1,8,34,34,34,"<.0001","<.0001","0.0015",16.67918,4.305876,2.838477,1.8e-15,0.000226,0.004914,1,1,1,3,1
"AT3G04070","Symbols: anac047, NAC047 | NAC domain containing protein 47 | chr3:1061526-1063103 REVERSE LENGTH=1206",0.206842,0.206842,1.462945,1,0.905742,33.0121,52.3524,1.82973,8,1,8,34,34,34,"<.0001","<.0001","0.1054",13.12047,7.647371,0.977013,2.35e-12,1.99e-07,0.209445,1,1,0,2,0.666667
"AT3G04090","Symbols: SIP1;1, SIP1A | small and basic intrinsic protein 1A | chr3:1072092-1074160 REVERSE LENGTH=1100",0.027569,0.027569,0.060877,1,0.698094,6.70064,10.8042,1.77569,8,1,8,34,34,34,"<.0001","0.0024","0.1166",4.524433,2.627603,0.933127,0.000143,0.007607,0.227624,1,1,0,2,0.666667
"AT3G04120","Symbols: GAPC, GAPC-1, GAPC1 | glyceraldehyde-3-phosphate dehydrogenase C subunit 1 | chr3:1080950-1083530 FORWARD LENGTH=1543",0.024613,0.024613,0.165697,1,0.900972,0.86293,277.088,1.49984,8,1,8,34,34,34,"0.5563","<.0001","0.1939",0.254666,17.1872,0.712448,0.728104,6.63e-16,0.34158,0,1,0,1,0.333333
"AT3G04210","Symbols:  | Disease resistance protein (TIR-NBS class) | chr3:1105963-1108069 REVERSE LENGTH=1940",0.358419,0.358419,1.319737,1,0.818944,16.8757,11.1247,1.14173,8,1,8,34,34,34,"<.0001","0.0021","0.3617",9.056597,2.684221,0.44161,1.04e-08,0.006759,0.543149,1,1,0,2,0.666667
"AT3G04230","Symbols:  | Ribosomal protein S5 domain 2-like superfamily protein | chr3:1112990-1113659 REVERSE LENGTH=670",0.096955,0.096955,0.393447,1,0.835716,18.4906,12.6691,1.23706,8,1,8,34,34,34,"<.0001","0.0011","0.3082",9.578948,2.950225,0.511175,3.49e-09,0.003887,0.48432,1,1,0,2,0.666667
"AT3G04240","Symbols: SEC | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:1113934-1120872 REVERSE LENGTH=3337",0.024208,0.024208,0.449739,1,0.964115,30.7965,582.663,7.06346,8,1,8,34,34,34,"<.0001","<.0001","<.0001",12.67785,22.25105,4.741259,5.81e-12,2.35e-20,9.06e-05,1,1,1,3,1
"AT3G04290","Symbols: ATLTL1, LTL1 | Li-tolerant lipase 1 | chr3:1133320-1136316 REVERSE LENGTH=1494",0.078715,0.078715,0.349561,1,0.849879,20.0236,14.9302,2.79751,8,1,8,34,34,34,"<.0001","0.0005","0.0171",10.0431,3.32113,1.768019,1.33e-09,0.001792,0.044327,1,1,1,3,1
"AT3G04340","Symbols: emb2458 | FtsH extracellular protease family | chr3:1146800-1153341 REVERSE LENGTH=4106",0.409551,0.409551,0.526075,1,0.480998,2.91871,6.06289,0.45251,8,1,8,34,34,34,"0.0136","0.019","0.8803",1.865641,1.720559,0.055381,0.03641,0.048853,0.945925,1,1,0,2,0.666667
"AT3G04390","Symbols:  | Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding protein | chr3:1165375-1165765 REVERSE LENGTH=240",0.002929,0.002929,0.009671,1,0.798112,10.7349,10.5331,7.64693,8,1,8,34,34,34,"<.0001","0.0026","<.0001",6.65228,2.579301,5.078039,1.61e-06,0.008416,4.44e-05,1,1,1,3,1
"AT3G04400","Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167276-1168659 FORWARD LENGTH=837",0.032216,0.032216,0.059479,1,0.638903,2.46709,37.1176,0.47353,8,1,8,34,34,34,"0.0317","<.0001","0.8662",1.499262,6.184714,0.062407,0.076089,4.31e-06,0.938742,0,1,0,1,0.333333
"AT3G04450","Symbols:  | Homeodomain-like superfamily protein | chr3:1181706-1186360 FORWARD LENGTH=1863",0.011013,0.011013,0.017261,1,0.574654,3.26067,10.4092,1.14159,8,1,8,34,34,34,"0.0073","0.0028","0.3618",2.137577,2.557114,0.441509,0.020921,0.008804,0.543246,1,1,0,2,0.666667
"AT3G04460","Symbols: PEX12, ATPEX12, APM4 | peroxin-12 | chr3:1186484-1189478 FORWARD LENGTH=1723",0.03417,0.03417,0.038618,1,0.410115,1.06729,11.1151,0.52792,8,1,8,34,34,34,"0.4083","0.0021","0.8271",0.389009,2.682535,0.082454,0.591459,0.006783,0.917899,0,1,0,1,0.333333
"AT3G04470","Symbols:  | Ankyrin repeat family protein | chr3:1189640-1192638 REVERSE LENGTH=2909",0.043229,0.043229,0.1315,1,0.780843,11.5382,18.2983,0.74106,8,1,8,34,34,34,"<.0001","0.0001","0.6551",7.013873,3.838285,0.183687,7.49e-07,0.000604,0.806284,1,1,0,2,0.666667
"AT3G04520","Symbols: THA2 | threonine aldolase 2 | chr3:1217239-1219759 REVERSE LENGTH=1316",0.067506,0.067506,0.178686,1,0.748139,7.21285,21.7788,2.34382,8,1,8,34,34,34,"<.0001","<.0001","0.04",4.828858,4.334827,1.398283,7.55e-05,0.000212,0.09316,1,1,0,2,0.666667
"AT3G04530","Symbols: PPCK2, PEPCK2, ATPPCK2 | phosphoenolpyruvate carboxylase kinase 2 | chr3:1221546-1222655 FORWARD LENGTH=1036",0.159288,0.159288,0.497292,1,0.78646,6.77039,48.9041,2.66808,8,1,8,34,34,34,"<.0001","<.0001","0.0217",4.566575,7.341068,1.663152,0.000131,3.78e-07,0.054848,1,1,0,2,0.666667
"AT3G04550","Symbols:  | unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G",0.108769,0.108769,0.314835,1,0.769679,6.01672,52.7995,1.16466,8,1,8,34,34,34,"<.0001","<.0001","0.3482",4.099198,7.686162,0.458131,0.000349,1.83e-07,0.529057,1,1,0,2,0.666667
"AT3G04560","Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 16 growth stages; Has 227 Blast hits to 225 proteins in 83 species: Archae - 0; Bacteria -",0.063876,0.063876,0.18722,1,0.772546,10.0888,28.8487,0.80994,8,1,8,34,34,34,"<.0001","<.0001","0.5987",6.348459,5.247067,0.222822,3.05e-06,3.12e-05,0.762709,1,1,0,2,0.666667
"AT3G04580","Symbols: EIN4 | Signal transduction histidine kinase, hybrid-type, ethylene sensor | chr3:1235283-1238475 REVERSE LENGTH=3104",0.147055,0.147055,0.219387,1,0.553135,3.81627,7.69381,0.42278,8,1,8,34,34,34,"0.0027","0.0089","0.8992",2.566744,2.049016,0.046157,0.008636,0.025066,0.955376,1,1,0,2,0.666667
"AT3G04590","Symbols:  | AT hook motif DNA-binding family protein | chr3:1238853-1241640 REVERSE LENGTH=1327",0.033973,0.033973,0.084921,1,0.733302,4.82459,46.3753,0.78159,8,1,8,34,34,34,"0.0005","<.0001","0.6217",3.301798,7.107977,0.20639,0.001866,6.16e-07,0.78105,1,1,0,2,0.666667
"AT3G04605","Symbols:  | transposable element gene | chr3:1246669-1250395 FORWARD LENGTH=3727",0.041874,0.041874,0.200965,1,0.86109,2.15647,187.163,1.36341,8,1,8,34,34,34,"0.057","<.0001","0.2475",1.244471,14.65787,0.606476,0.125765,1.05e-13,0.412245,0,1,0,1,0.333333
"AT3G04610","Symbols: FLK | RNA-binding KH domain-containing protein | chr3:1250553-1254873 REVERSE LENGTH=2058",0.051479,0.051479,0.104447,1,0.671421,3.24544,38.0118,0.2518,8,1,8,34,34,34,"0.0075","<.0001","0.9769",2.125588,6.279196,0.010132,0.021439,3.54e-06,0.99066,1,1,0,2,0.666667
"AT3G04620","Symbols:  | Alba DNA/RNA-binding protein | chr3:1255526-1256869 REVERSE LENGTH=759",0.004456,0.004456,0.010371,1,0.713588,4.00462,24.5075,3.12465,8,1,8,34,34,34,"0.002","<.0001","0.0093",2.708398,4.700929,2.030067,0.006431,9.84e-05,0.02607,1,1,1,3,1
"AT3G04630","Symbols: WDL1 | WVD2-like 1 | chr3:1258545-1260871 FORWARD LENGTH=1303",0.111342,0.111342,0.346555,1,0.785811,9.276,42.6053,1.29639,8,1,8,34,34,34,"<.0001","<.0001","0.2783",5.948312,6.746022,0.555534,7.09e-06,1.32e-06,0.449431,1,1,0,2,0.666667
"AT3G04670","Symbols: WRKY39, ATWRKY39 | WRKY DNA-binding protein 39 | chr3:1266242-1268350 REVERSE LENGTH=2027",0.049713,0.049713,0.096395,1,0.656187,3.86372,22.441,1.15723,8,1,8,34,34,34,"0.0025","<.0001","0.3526",2.602621,4.425426,0.452759,0.008014,0.000176,0.533492,1,1,0,2,0.666667
